[Script Info]
; Script generated by Aegisub 3.2.2
; http://www.aegisub.org/
Title: HorribleSubs
ScriptType: v4.00+
WrapStyle: 0
PlayResX: 1280
PlayResY: 720
ScaledBorderAndShadow: yes
YCbCr Matrix: TV.601

[Aegisub Project Garbage]
Last Style Storage: Prince Of Stride
Audio File: [HorribleSubs] Ao no Exorcist - Kyoto Fujouou-hen - 06 [720p].mkv
Video File: [HorribleSubs] Ao no Exorcist - Kyoto Fujouou-hen - 06 [720p].mkv
Video AR Mode: 4
Video AR Value: 1.777778
Video Zoom Percent: 0.500000
Scroll Position: 369
Active Line: 378
Video Position: 35152

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Up,Hacen Typographer Bold,85,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,-1,0,0,0,100,100,0,0,1,1,0,8,15,15,15,1
Style: Default,Hacen Typographer Bold,85,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,-1,0,0,0,100,100,0,0,1,1,0,2,15,15,15,1
Style: Title,Hacen Beirut,60,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,0,0,0,0,100,100,0,0,1,2,0,9,15,15,15,1
Style: Staff,Hacen Typographer Bold,85,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,-1,0,0,0,100,100,0,0,1,1,0,7,30,30,30,1
Style: Group,Spawned,60,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,0,0,0,0,100,100,0,0,1,2,2,7,30,30,30,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:11:16.92,0:11:20.89,Default,NTP,0,0,0,,.ذلك النّصل فارغ\N.عرفتُ طوال تلك الأعوام
Dialogue: 0,0:11:21.64,0:11:24.06,Default,NTP,0,0,0,,!مللتُ من الصّلاة لنَصلٍ فارغ
Dialogue: 0,0:11:24.06,0:11:26.31,Default,NTP,0,0,0,,!لَقد وَجدتّ أخيراً الإرادة للقتال
Dialogue: 0,0:11:26.93,0:11:28.27,Default,NTP,0,0,0,,!بفضلك
Dialogue: 0,0:11:29.19,0:11:31.23,Default,NTP,0,0,0,,.سأقتل طِفلاً بهذا، كما تعلَم
Dialogue: 0,0:11:31.23,0:11:33.77,Default,NTP,0,0,0,,.كلّا، أعلَم بأنّكَ لَن تفعل
Dialogue: 0,0:11:34.40,0:11:35.94,Default,NTP,0,0,0,,.يُمكنني أن أعلَم
Dialogue: 0,0:11:37.03,0:11:39.20,Default,NTP,0,0,0,,أنتَ رقيق القلب بشكلٍ مَيئوسٍ منه، هل تعلَم هذا؟
Dialogue: 0,0:11:39.20,0:11:41.32,Default,NTP,0,0,0,,!الأثر يقود إلى هناك
Dialogue: 0,0:11:42.28,0:11:45.49,Default,NTP,0,0,0,,.إستمرّ بالرّكض في هذا الإتّجاه\N!هذا يجعلنا مُتعادلَين
Dialogue: 0,0:11:45.70,0:11:46.49,Default,NTP,0,0,0,,.كلّا
Dialogue: 0,0:11:47.66,0:11:49.50,Default,NTP,0,0,0,,.هذا يجعلنا صديقَين
Dialogue: 0,0:11:50.79,0:11:51.92,Default,NTP,0,0,0,,!هناك
Dialogue: 0,0:11:52.50,0:11:55.96,Default,NTP,0,0,0,,!تبّاً، لَقد قفز-\N!إنّه في الأسفل! إقطعوا عليه الطّريق-
Dialogue: 0,0:11:58.05,0:12:02.72,Default,NTP,0,0,0,,{\i1}.هُنا تنتهي قِصّتنا أنا وَالِدكَ فوجيموتو{\i0}
Dialogue: 0,0:12:04.05,0:12:07.47,Default,NTP,0,0,0,,{\i1}،بعد عدّة أشهر، ظهَر اللّهب الأزرق{\i0}
Dialogue: 0,0:12:07.47,0:12:13.27,Default,NTP,0,0,0,,{\i1}.و مرّر لي أبي السرّ الحقيقيّ لطائفة الميودا في آخر أنفاسه{\i0}
Dialogue: 0,0:12:13.94,0:12:17.94,Default,NTP,0,0,0,,{\i1}.السرّ كان شيئاً فظيعاً بالفِعل{\i0}
Dialogue: 0,0:12:20.57,0:12:23.49,Default,NTP,0,0,0,,!إذاً فقد كانت مَخفيّةً هُنا\N.لنَرى ماذا يُوجد بالأسفل هناك
Dialogue: 0,0:12:28.33,0:12:29.41,Default,NTP,0,0,0,,!إنّه باب
Dialogue: 0,0:12:30.21,0:12:33.46,Default,NTP,0,0,0,,...لَم تكن لَديّ فِكرةٌ عن أنّه كانت تُوجد غُرفةٌ كهذه مَخفيّةٌ تحت قاعة غوما
Dialogue: 0,0:12:35.17,0:12:36.84,Default,NTP,0,0,0,,.أعطِني العين اليُمنى
Dialogue: 0,0:12:37.42,0:12:40.72,Default,NTP,0,0,0,,!لـ-لكنّكَ قلتَ بأنّ حمل العينين سيضع حياتكَ في خطَر
Dialogue: 0,0:12:40.72,0:12:44.55,Default,NTP,0,0,0,,.لَقد وَصلنا تقريباً\N.و أنا أكثر قلَقاً عليكِ
Dialogue: 0,0:12:45.47,0:12:48.35,Default,NTP,0,0,0,,بدأتُ أندم
Dialogue: 0,0:12:48.35,0:12:53.31,Default,NTP,0,0,0,,.لأنّ تخميناتي قد وَضعت أعزّ تلاميذي في وَضعٍ مُروّع
Dialogue: 0,0:12:53.31,0:12:55.98,Default,NTP,0,0,0,,...عند التّفكير بالتّداعيات بالنّسبة لكِ
Dialogue: 0,0:12:56.94,0:12:59.07,Default,NTP,0,0,0,,هل تندمين؟
Dialogue: 0,0:12:59.32,0:13:00.36,Default,NTP,0,0,0,,.كلّا، سيّدي
Dialogue: 0,0:13:00.61,0:13:02.99,Default,NTP,0,0,0,,{\i1}!أنا الوَحيدة التي يُمكنها إبقاء الجّميع سالِمين الآن{\i0}
Dialogue: 0,0:13:03.95,0:13:06.83,Default,NTP,0,0,0,,.أنتِ بالفِعل آنسةٌ رائعة
Dialogue: 0,0:13:06.83,0:13:08.54,Default,NTP,0,0,0,,.الآن، لنَفتح هذا
Dialogue: 0,0:13:19.50,0:13:20.42,Default,NTP,0,0,0,,ما ذلك؟
Dialogue: 0,0:13:20.67,0:13:22.42,Default,NTP,0,0,0,,.هذا هو الملِك المُلوّث
Dialogue: 0,0:13:23.59,0:13:24.80,Default,NTP,0,0,0,,.أنسين، العام 5، عام 1858
Dialogue: 0,0:13:25.47,0:13:27.39,Default,NTP,0,0,0,,،فوكاكو، مُؤسّسكم
Dialogue: 0,0:13:27.39,0:13:31.68,Default,NTP,0,0,0,,،أبرَم اتّفاقاً مع النّصل الشّيطانيّ كوريكارا، الذي كان يسكنه شيطان النّار كارورا
Dialogue: 0,0:13:31.68,0:13:34.19,Default,NTP,0,0,0,,.و قاتل الملِك المُلوّث، لكن دون جدوى
Dialogue: 0,0:13:34.19,0:13:38.44,Default,NTP,0,0,0,,.أخضعَ الملِك المُلوّث أخيراً باقتلاع عينيه و ختمهما بعيداً
Dialogue: 0,0:13:38.73,0:13:41.36,Default,NTP,0,0,0,,.وَقتها، غادر كارورا كوريكارا
Dialogue: 0,0:13:41.36,0:13:43.65,Default,NTP,0,0,0,,.هذه هي حقيقة طائفة الميودا
Dialogue: 0,0:13:43.86,0:13:48.12,Default,NTP,0,0,0,,.هذه أسرار طائفة الميودا المُغلّفة بالأسرار التي قامت بحمايتها
Dialogue: 0,0:13:48.12,0:13:49.49,Default,NTP,0,0,0,,هل هذا هو الملِك المُلوّث؟
Dialogue: 0,0:13:49.78,0:13:54.04,Default,NTP,0,0,0,,هذا مُستحيل! هل تقول بأنّه كان هُنا لـ150 عاماً؟
Dialogue: 0,0:13:54.87,0:13:57.04,Default,NTP,0,0,0,,...لكن إذاً، العينان اليُمنى و اليُسرى
Dialogue: 0,0:13:57.04,0:13:57.88,Default,NTP,0,0,0,,.هذا صحيح
Dialogue: 0,0:13:57.88,0:14:02.88,Default,NTP,0,0,0,,،إن أُعيدَت العينان اليُمنى و اليُسرى إلى الملِك المُلوّث الوَاهن
Dialogue: 0,0:14:02.88,0:14:06.76,Default,NTP,0,0,0,,.سيستعيد مَجده السّابق
Dialogue: 0,0:14:07.43,0:14:11.01,Default,NTP,0,0,0,,سيّد تودو، ماذا أنتَ بالضّبط؟
Dialogue: 0,0:14:11.01,0:14:12.89,Default,NTP,0,0,0,,.أوه، آنسة هوجو
Dialogue: 0,0:14:12.89,0:14:18.48,Default,NTP,0,0,0,,.أنتِ أعزّ تلاميذي، و سماع هذه النّغمة منكِ يجرحني بعُمق
Dialogue: 0,0:14:18.90,0:14:21.32,Default,NTP,0,0,0,,.مع هذا، لَم أعُد بحاجتك
Dialogue: 0,0:14:23.74,0:14:24.99,Default,NTP,0,0,0,,!حسناً، حسناً
Dialogue: 0,0:14:25.74,0:14:26.61,Default,NTP,0,0,0,,سيّدي؟
Dialogue: 0,0:14:27.03,0:14:28.32,Default,NTP,0,0,0,,!ماموشي
Dialogue: 0,0:14:28.32,0:14:29.87,Default,NTP,0,0,0,,.سيكون كلّ شيءٍ بخير
Dialogue: 0,0:14:29.87,0:14:33.12,Default,NTP,0,0,0,,سأُعيدكِ إلى وَالِدكِ بأمان، هل تسمعين؟
Dialogue: 0,0:14:34.29,0:14:37.42,Default,NTP,0,0,0,,!هذا سرَطانٌ يُلوّث كلّ ما يلمسه
Dialogue: 0,0:14:37.42,0:14:40.84,Default,NTP,0,0,0,,!هذا سينتهي معي\N!لَن أسمح له بإصابة جيلٍ آخر
Dialogue: 0,0:14:41.42,0:14:43.25,Default,NTP,0,0,0,,!سأحمي الجّميع
Dialogue: 0,0:14:43.46,0:14:44.30,Default,NTP,0,0,0,,!سيّدي
Dialogue: 0,0:14:44.67,0:14:47.47,Default,NTP,0,0,0,,كلّ من يُحاول إفشال هذا الهدف
Dialogue: 0,0:14:47.47,0:14:52.39,Default,NTP,0,0,0,,!سيُعاقبه تاتسوما سوغورو، رئيس الكهنة الـ17 لطائفة الميودا
Dialogue: 0,0:14:58.06,0:14:59.02,Default,NTP,0,0,0,,!أبي
Dialogue: 0,0:14:59.02,0:15:00.86,Default,NTP,0,0,0,,{\a6\i1}،بينما كان يُحيط بنا اللّهب الأزرق{\i0}
Dialogue: 0,0:14:59.69,0:15:04.48,Default,NTP,0,0,0,,أبي! هل يُمكنكَ سماعي؟\N!أبي! أبي
Dialogue: 0,0:15:00.86,0:15:05.03,Default,NTP,0,0,0,,{\a6\i1}.تمّ إعلامي بجميع الأسرار التي تناقلَها رُؤساء كهنة طائفة الميودا{\i0}
Dialogue: 0,0:15:05.40,0:15:07.74,Default,NTP,0,0,0,,!لا تمُت! أبي
Dialogue: 0,0:15:12.74,0:15:14.66,Default,NTP,0,0,0,,.أُدعى كارورا
Dialogue: 0,0:15:14.66,0:15:16.87,Default,NTP,0,0,0,,.أخدِم رُؤساء كهنة طائفة الميو-أو-داراني
Dialogue: 0,0:15:17.33,0:15:20.00,Default,NTP,0,0,0,,هل أنتَ من سُلالة مُؤسّسها، فوكاكو؟
Dialogue: 0,0:15:20.29,0:15:22.25,Default,NTP,0,0,0,,.أعطِني دليلاً من دمك
Dialogue: 0,0:15:22.42,0:15:24.80,Default,NTP,0,0,0,,!أنا... تاتسوما سوغورو
Dialogue: 0,0:15:25.96,0:15:27.55,Default,NTP,0,0,0,,!أنا من سُلالة فوكاكو
Dialogue: 0,0:15:28.63,0:15:31.64,Default,NTP,0,0,0,,.أنتَ بالفِعل سليل فوكاكو
Dialogue: 0,0:15:31.89,0:15:35.85,Default,NTP,0,0,0,,.بهذه الحال، سأخدمك، تاتسوما سوغورو
Dialogue: 0,0:15:36.73,0:15:41.19,Default,NTP,0,0,0,,{\i1}لا أُصدّق هذا. رُؤساء الكهنة قد استخدموا كارورا لأجيال؟{\i0}
Dialogue: 0,0:15:41.56,0:15:42.77,Default,NTP,0,0,0,,في مُقابل ماذا؟
Dialogue: 0,0:15:43.23,0:15:45.65,Default,NTP,0,0,0,,.ما أُريده هي الأسرار
Dialogue: 0,0:15:45.65,0:15:49.99,Default,NTP,0,0,0,,.وُجودي. و سبب جعلي أخدمك
Dialogue: 0,0:15:50.16,0:15:53.74,Default,NTP,0,0,0,,.حقيقة كلّ هذا مَختومةٌ بعيداً و مَبقيّةٌ سِرّاً
Dialogue: 0,0:15:53.74,0:15:55.20,Default,NTP,0,0,0,,هذا هو ثمنك؟
Dialogue: 0,0:15:55.37,0:15:56.45,Default,NTP,0,0,0,,،لأكون أدقّ
Dialogue: 0,0:15:57.16,0:16:02.21,Default,NTP,0,0,0,,.الإحتفاظ بالأسرار هو ما يُبقيني حيّاً، و أتغذّى على الكذِبات و عدم الثّقة
Dialogue: 0,0:16:02.75,0:16:08.01,Default,NTP,0,0,0,,.مُقابل تلك الأسرار، سأُعيركَ اللّهب الذي يقمع عدوّك
Dialogue: 0,0:16:08.01,0:16:08.84,Default,NTP,0,0,0,,عدوّنا؟
Dialogue: 0,0:16:09.34,0:16:10.18,Default,NTP,0,0,0,,.الملِك المُلوّث
Dialogue: 0,0:16:11.55,0:16:15.60,Default,NTP,0,0,0,,.البقايا التي كانت في سُباتٍ تحت هذا المَعبد لـ150 عاماً
Dialogue: 0,0:16:16.81,0:16:17.93,Default,NTP,0,0,0,,!كارورا
Dialogue: 0,0:16:17.93,0:16:21.02,Default,NTP,0,0,0,,!لَقد حان الوَقت لتُعيرني قوّتك
Dialogue: 0,0:16:22.81,0:16:23.65,Default,NTP,0,0,0,,!سيّدي
Dialogue: 0,0:16:24.15,0:16:27.36,Default,NTP,0,0,0,,.هذا هو اتّفاقنا. أُؤمرني و سأُطيع
Dialogue: 0,0:16:27.82,0:16:28.74,Default,NTP,0,0,0,,!كارورا
Dialogue: 0,0:16:29.36,0:16:31.70,Default,NTP,0,0,0,,أم هل أدعوكَ بالطّائر القُرمزيّ أو الفونيكس؟
Dialogue: 0,0:16:31.70,0:16:34.12,Default,NTP,0,0,0,,!هذا قرينٌ رائعٌ الذي لَديكَ هناك
Dialogue: 0,0:16:34.45,0:16:37.45,Default,NTP,0,0,0,,،أيّها الشّيطان! لا أعرف ما الذي تُخطّط له
Dialogue: 0,0:16:37.45,0:16:40.54,Default,NTP,0,0,0,,!لكن لا يُمكن السّيطرة على الملِك المُلوّث بهذه السّهولة
Dialogue: 0,0:16:40.75,0:16:43.33,Default,NTP,0,0,0,,!ضع جانباً العينان اليُمنى و اليُسرى و غادر هذا المكان
Dialogue: 0,0:16:43.75,0:16:45.54,Default,NTP,0,0,0,,.أخشى بأنّه لا يُمكنني فِعل هذا
Dialogue: 0,0:16:46.00,0:16:50.05,Default,NTP,0,0,0,,!هذه هي اللّحظة التي عِشتُ لأجلها طوال تلك الأعوام
Dialogue: 0,0:16:51.76,0:16:54.34,Default,NTP,0,0,0,,!كارورا-إن... كاشوكو-نو-إن\N(لَهب كارورا، قُدرة التهام النّار)
Dialogue: 0,0:16:57.72,0:16:59.60,Default,NTP,0,0,0,,!لا يُمكنني تصديق قُدراته الجّسديّة
Dialogue: 0,0:16:59.60,0:17:02.77,Default,NTP,0,0,0,,.هذه حال البَشر الذين يسكنهم شيطان
Dialogue: 0,0:17:03.69,0:17:04.48,Default,NTP,0,0,0,,...حسناً إذاً
Dialogue: 0,0:17:04.94,0:17:06.69,Default,NTP,0,0,0,,!كارورا-إن، كافون-نو-إن\N(لَهب كارورا، قُدرة الشّرارات)
Dialogue: 0,0:17:08.82,0:17:11.49,Default,NTP,0,0,0,,!لا-لا-لا يُمكن لإعادة تجديدي المُجاراة
Dialogue: 0,0:17:12.03,0:17:14.16,Default,NTP,0,0,0,,.إذاً هذه هي قوّة كارورا
Dialogue: 0,0:17:16.07,0:17:17.16,Default,NTP,0,0,0,,!ماموشي
Dialogue: 0,0:17:19.33,0:17:21.71,Default,NTP,0,0,0,,.إسمح لي بلَعب بِطاقتي الرّابحة إذاً
Dialogue: 0,0:17:23.42,0:17:24.12,Default,NTP,0,0,0,,!كلّا
Dialogue: 0,0:17:29.42,0:17:31.80,Default,NTP,0,0,0,,!ماموشي! تماسكي
Dialogue: 0,0:17:33.01,0:17:35.59,Default,NTP,0,0,0,,!تمسّكي بي جيّداً
Dialogue: 0,0:17:36.09,0:17:38.35,Default,NTP,0,0,0,,!الملِك المُلوّث يستيقظ
Dialogue: 0,0:17:43.10,0:17:46.27,Default,NTP,0,0,0,,{\i1}قاعة غوما؟ لماذا قد يأتون إلى هُنا؟{\i0}
Dialogue: 0,0:17:53.15,0:17:54.07,Default,NTP,0,0,0,,ماذا بحقّ الله؟
Dialogue: 0,0:17:56.74,0:17:58.49,Default,NTP,0,0,0,,سيّدي! و ماموشي؟
Dialogue: 0,0:17:58.49,0:17:59.37,Default,NTP,0,0,0,,جوزو؟
Dialogue: 0,0:18:05.17,0:18:07.75,Default,NTP,0,0,0,,!جوزو! إحذر من القطرات
Dialogue: 0,0:18:15.59,0:18:16.80,Default,NTP,0,0,0,,ما ذلك؟
Dialogue: 0,0:18:16.80,0:18:18.55,Default,NTP,0,0,0,,.جوزو، توقيتكَ مِثاليّ
Dialogue: 0,0:18:19.43,0:18:22.02,Default,NTP,0,0,0,,بعضٌ من تفكير ياوزو السّريع، إيه؟\N.جيّد، هذا يُساعد
Dialogue: 0,0:18:22.02,0:18:26.48,Default,NTP,0,0,0,,!سأعتني بهذا، لذا خُذ ماموشي إلى المكتب الميدانيّ و أحضر المُساعدة
Dialogue: 0,0:18:26.48,0:18:27.31,Default,NTP,0,0,0,,!نعم، سيّدي
Dialogue: 0,0:18:27.60,0:18:29.31,Default,NTP,0,0,0,,ما ذلك الوَحش؟
Dialogue: 0,0:18:29.65,0:18:31.78,Default,NTP,0,0,0,,.ماموشي تعلَم
Dialogue: 0,0:18:31.98,0:18:35.57,Default,NTP,0,0,0,,.إنّها مُصابةٌ بشدّةٍ بسبب حملها لعين الملِك المُلوّث اليُمنى داخل جسدها
Dialogue: 0,0:18:35.57,0:18:39.66,Default,NTP,0,0,0,,.أعِدها إلى وَالِدها لأجلي
Dialogue: 0,0:18:39.66,0:18:43.54,Default,NTP,0,0,0,,ماذا عنك، سيّدي؟-\N.سأُبقيه مُحتجزاً هُنا-
Dialogue: 0,0:18:43.54,0:18:46.16,Default,NTP,0,0,0,,.ماموشي-\N...سيّدي-
Dialogue: 0,0:18:46.16,0:18:50.13,Default,NTP,0,0,0,,.أخبري الجّميع بكلّ شيء\N.أعتمد عليكِ
Dialogue: 0,0:18:50.13,0:18:51.63,Default,NTP,0,0,0,,.فهمت
Dialogue: 0,0:18:53.17,0:18:54.21,Default,NTP,0,0,0,,...سيّدي
Dialogue: 0,0:18:54.21,0:18:55.47,Default,NTP,0,0,0,,!تحرّكا
Dialogue: 0,0:18:56.09,0:18:57.97,Default,NTP,0,0,0,,!لنَذهب، ماموشي. إصعدي على ظهري
Dialogue: 0,0:19:00.80,0:19:01.89,Default,NTP,0,0,0,,!سيّدي
Dialogue: 0,0:19:04.43,0:19:06.77,Default,NTP,0,0,0,,.لَقد تمّ كشف سرّي
Dialogue: 0,0:19:06.94,0:19:10.48,Default,NTP,0,0,0,,.لَقد وَصل اتّفاق خِدمتي لطائفة الميودا إلى نهايته
Dialogue: 0,0:19:10.65,0:19:14.73,Default,NTP,0,0,0,,.لكن اتّفاقكَ المُنفصل معي مازال فاعلاً
Dialogue: 0,0:19:14.73,0:19:18.66,Default,NTP,0,0,0,,،قبل أن يصل الملِك المُلوّث لنُضجه و يُطلِق تلوّثه
Dialogue: 0,0:19:18.66,0:19:21.87,Default,NTP,0,0,0,,!عليّ مُحاولة إبقاءه مُحتجزاً هُنا بالجوكافو-نو-أن\N(قُدرة ختم لهب التّطهير)
Dialogue: 0,0:19:22.24,0:19:25.08,Default,NTP,0,0,0,,.تتطلّب الجوكافو-نو-أن قدراً هائلاً من الطّاقة
Dialogue: 0,0:19:25.62,0:19:27.04,Default,NTP,0,0,0,,.سأستخدم الجوها-إن\N(الموجات و اللّهب مُدمّرة العالَم)
Dialogue: 0,0:19:27.29,0:19:31.13,Default,NTP,0,0,0,,.كان انطباعي بأنّ الغوها-إن قد استُخدِمت لهزيمة الملِك المُلوّث
Dialogue: 0,0:19:31.13,0:19:32.21,Default,NTP,0,0,0,,،إن استخدمتَها الآن
Dialogue: 0,0:19:32.21,0:19:34.80,Default,NTP,0,0,0,,.ستخسر إلى الأبد فُرصة هزيمة الملِك المُلوّث
Dialogue: 0,0:19:35.55,0:19:37.51,Default,NTP,0,0,0,,.لا خيار آخر
Dialogue: 0,0:19:37.88,0:19:38.93,Default,NTP,0,0,0,,!لنَبدأ
Dialogue: 0,0:19:46.47,0:19:49.06,Default,NTP,0,0,0,,!غوها-إن! جوكافو-نو-أن
Dialogue: 0,0:19:52.19,0:19:55.28,Default,NTP,0,0,0,,...حسناً، يُفترض بهذا أن يُبقيه مُحتجزاً هُنا للوَقت الحاليّ
Dialogue: 0,0:19:56.99,0:19:59.82,Default,NTP,0,0,0,,.فيوه، أنا مُرهق
Dialogue: 0,0:20:01.36,0:20:03.41,Default,NTP,0,0,0,,.لَقد حذّرتُك
Dialogue: 0,0:20:03.62,0:20:06.54,Default,NTP,0,0,0,,.ماذا، لَم أمُت بعد
Dialogue: 0,0:20:06.54,0:20:09.50,Default,NTP,0,0,0,,...و مادامت تُوجد حياةٌ مُتبقّيةٌ بك، هناك طريقةٌ دائماً
Dialogue: 0,0:20:14.21,0:20:15.50,Default,NTP,0,0,0,,.أوه، يا إلهي
Dialogue: 0,0:20:16.13,0:20:19.88,Default,NTP,0,0,0,,.أشعر بالفظاعة بشأن ما فعلتُه بالآنسة هوجو
Dialogue: 0,0:20:20.38,0:20:22.93,Default,NTP,0,0,0,,.لسوء الحظّ، أنتَ رجلٌ غامض
Dialogue: 0,0:20:22.93,0:20:27.47,Default,NTP,0,0,0,,.بالكاد تخرج إلى العلَن، ممّا يجعل من المُستحيل إيجادك
Dialogue: 0,0:20:27.47,0:20:32.27,Default,NTP,0,0,0,,،فكّرتُ طويلا و جيّداً عمّا سأحتاج لفِعله لاستدراجكَ إلى الخارج
Dialogue: 0,0:20:32.27,0:20:35.82,Default,NTP,0,0,0,,.و استنتجتُ بأنّ الطّريقة الوَحيدة هي بإنعاش الملِك المُلوّث
Dialogue: 0,0:20:36.07,0:20:39.99,Default,NTP,0,0,0,,.كنتُ وَاثقاً من أنّكَ كنتَ تستخدم كارورا لإبقاء الملِك المُلوّث مَختوماً بعيداً
Dialogue: 0,0:20:39.99,0:20:44.41,Default,NTP,0,0,0,,.لكن بعدها أُجبرتُ على الإختفاء بعيداً لأعوامٍ بانتظار هذا اليوم
Dialogue: 0,0:20:44.41,0:20:47.95,Default,NTP,0,0,0,,.كنتَ هدَفي، تاتسوما سوغورو
Dialogue: 0,0:20:47.95,0:20:53.54,Default,NTP,0,0,0,,!أو رُبّما سيكون من الدّقّة أكثر القول بأنّه قرينُك
Dialogue: 0,0:20:53.54,0:20:54.42,Default,NTP,0,0,0,,!تاتسوما
Dialogue: 0,0:20:57.17,0:20:59.34,Default,NTP,0,0,0,,{\i1}هل يَلتهم كارورا؟{\i0}
Dialogue: 0,0:20:59.55,0:21:02.38,Default,NTP,0,0,0,,{\i1}ما هذا الرّجل؟{\i0}
Dialogue: 0,0:21:12.06,0:21:14.31,Default,NTP,0,0,0,,!قوّته أعظم ممّا تخيّلتُ حتّى
Dialogue: 0,0:21:14.60,0:21:18.53,Default,NTP,0,0,0,,{\i1}!لَقد أجبر كارورا في الوَاقع على أن يسكن جسده{\i0}
Dialogue: 0,0:21:18.53,0:21:21.53,Default,NTP,0,0,0,,{\i1}بَشريٌّ يُجبر إرادته على شيطان؟{\i0}
Dialogue: 0,0:21:21.53,0:21:24.61,Default,NTP,0,0,0,,{\i1}!لا يُمكن لبَشريٍّ فِعل هذا{\i0}
Dialogue: 0,0:21:24.61,0:21:28.37,Default,NTP,0,0,0,,...أوه، يا إلهي. أشعر بأنّني أصغر كثيراً
Dialogue: 0,0:21:28.37,0:21:32.29,Default,NTP,0,0,0,,.رُبّما تكون هذه مُكافأةٌ إضافيّةٌ من اكتساب قوّة كارورا
Dialogue: 0,0:21:33.16,0:21:35.79,Default,NTP,0,0,0,,!إنّه يُرفرف بجُنونٍ داخل أحشائي
Dialogue: 0,0:21:37.17,0:21:41.01,Default,NTP,0,0,0,,.يبدو بأنّني لَم أصِل إلى السّيطرة الكاملة عليه بعد
Dialogue: 0,0:21:41.01,0:21:44.01,Default,NTP,0,0,0,,.لكن... سأعتاد على هذا قريباً
Dialogue: 0,0:21:44.30,0:21:47.43,Default,NTP,0,0,0,,.هذا يُقرّبني خُطوةً أُخرى نحو هدَفي النّهائيّ
Dialogue: 0,0:21:47.43,0:21:50.02,Default,NTP,0,0,0,,.شُكراً لك، تاتسوما سوغورو
Dialogue: 0,0:21:51.22,0:21:53.52,Default,NTP,0,0,0,,...إ-إنتظر
Dialogue: 0,0:21:54.14,0:21:55.44,Default,NTP,0,0,0,,{\i1}.أرجوك{\i0}
Dialogue: 0,0:21:55.81,0:21:57.98,Default,NTP,0,0,0,,{\i1}.أتوَسّل إليك، أوكومورا{\i0}
Dialogue: 0,0:21:58.57,0:22:02.53,Default,NTP,0,0,0,,{\i1}.أُريدكَ أن تستخدم نَصل الشّيطان لهزيمة الملِك المُلوّث{\i0}
Dialogue: 0,0:22:02.53,0:22:07.03,Default,NTP,0,0,0,,{\i1}.أُدرك تماماً أيضاً بأنّه طلبٌ غير منطقيٍّ و غريبٍ لأطلُبه منك{\i0}
Dialogue: 0,0:22:07.03,0:22:08.20,Default,NTP,0,0,0,,{\i1}...لكن إن{\i0}
Dialogue: 0,0:22:08.91,0:22:14.46,Default,NTP,0,0,0,,،إن كان لَديكَ أصغر قِطعةٍ من الإحسان في قلبك، كما كان لَدى وَالِدك"
Dialogue: 0,0:22:15.46,0:22:17.54,Default,NTP,0,0,0,,.أرغب بالتماسها
Dialogue: 0,0:22:17.75,0:22:21.00,Default,NTP,0,0,0,,".شُكراً لقِراءتكَ إلى هذا الحدّ\N.التّوقيع، تاتسوما سوغورو
Dialogue: 0,0:23:57.02,0:24:00.06,Title,NTP,0,0,0,,{\c&H6e6e6e&}في الحلقة القادمة
Dialogue: 0,0:24:00.06,0:24:05.44,Title,NTP,0,0,0,,{\fad(300,000)\c&H6E6E6E&\3c&HFFFFFF&\pos(1150,432)}الحلقة 7: مِثل نارٍ تحترق بتألّق
Dialogue: 0,0:24:06.57,0:24:08.99,Default,NTP,0,0,0,,.رين، أعِد السّيف
Dialogue: 0,0:24:08.99,0:24:12.57,Default,NTP,0,0,0,,.كان لَهب هذا الغبيّ فعّالاً بمُوَاجهة الشّياطين سابقاً
Dialogue: 0,0:24:12.57,0:24:13.99,Default,NTP,0,0,0,,.هذا يستحقّ المُحاولة
Dialogue: 0,0:24:14.20,0:24:16.24,Default,NTP,0,0,0,,!أرجوكَ اهزم الملِك المُلوّث
Dialogue: 0,0:24:16.41,0:24:19.83,Default,NTP,0,0,0,,،بأغلبيّة أصوات مَحكمة غريغوري للتّحقيق
Dialogue: 0,0:24:19.83,0:24:23.04,Default,NTP,0,0,0,,.تمّ الحُكم على رين أوكومورا بالموت
Dialogue: 0,0:24:23.04,0:24:26.05,Default,NTP,0,0,0,,أيّها المُسنّ، لماذا أنقذتَني؟
Dialogue: 0,0:24:26.05,0:24:28.05,Default,,0,0,0,,
